filepath,label,split_name
images/5685_371239549_0626a41ef1_m.jpg,"['animal', 'cat']",mlgcn_adv
images/163045_1905906741_22edcd2836_m.jpg,['person'],mlgcn_adv
images/35042_1428430674_32b325c66a_m.jpg,['flowers'],mlgcn_adv
images/263482_2283460266_f3d9944679_m.jpg,['person'],mlgcn_adv
images/60332_64378665_38d956d1c5_m.jpg,['animal'],mlgcn_adv
images/227403_1311922619_52fac4f7b4_m.jpg,['person'],mlgcn_adv
images/32260_89213286_adf7f8a707_m.jpg,['person'],mlgcn_adv
images/99877_1397863751_5039235c80_m.jpg,['flowers'],mlgcn_adv
images/242897_1439954879_51a291c62b_m.jpg,['person'],mlgcn_adv
images/34799_310993479_e44f91a730_m.jpg,['flowers'],mlgcn_adv
images/254728_680743047_b26bda696d_m.jpg,"['sand', 'sky']",mlgcn_adv
images/118244_2266266909_5916fccb60_m.jpg,['person'],mlgcn_adv
images/11543_1525502410_c9ef9ae2dd_m.jpg,['person'],mlgcn_adv
images/7026_455627895_afaf23f01f_m.jpg,['animal'],mlgcn_adv
images/105459_2376476805_20b4792256_m.jpg,['person'],mlgcn_adv
images/256830_1192615941_2f9ae68c24_m.jpg,['person'],mlgcn_adv
images/127242_497398333_6b8378634c_m.jpg,['book'],mlgcn_adv
images/136379_2165719093_16122edc0b_m.jpg,['person'],mlgcn_adv
images/151057_2237039917_f8699d846d_m.jpg,"['animal', 'dog']",mlgcn_adv
images/81592_2241402551_617a47df81_m.jpg,['person'],mlgcn_adv
images/218775_65087294_45721d0794_m.jpg,"['clouds', 'sky']",mlgcn_adv
images/223898_142330836_daf1a73a37_m.jpg,"['buildings', 'window']",mlgcn_adv
images/244610_1655160295_b1ccd97296_m.jpg,['food'],mlgcn_adv
images/155079_979424381_eb9f2625c6_m.jpg,['person'],mlgcn_adv
images/206819_2647671585_9d79db8f96_m.jpg,"['water', 'waterfall']",mlgcn_adv
images/105263_6730742_e230979cca_m.jpg,['person'],mlgcn_adv
images/105424_353797436_858df854b6_m.jpg,['person'],mlgcn_adv
images/50874_2361321718_0c1fc4abed_m.jpg,['person'],mlgcn_adv
images/12692_2084375117_c72a7b46fe_m.jpg,['snow'],mlgcn_adv
images/200915_117428950_c0858a2ad8_m.jpg,['person'],mlgcn_adv
images/162959_46020994_f7461e73b3_m.jpg,['sign'],mlgcn_adv
images/59907_2402835339_287f15bfd6_m.jpg,"['clouds', 'grass', 'sky']",mlgcn_adv
images/11914_2377781694_23504979bd_m.jpg,['person'],mlgcn_adv
images/94988_2396805483_f232e440bf_m.jpg,['person'],mlgcn_adv
images/23678_523472792_f23a6f5202_m.jpg,['person'],mlgcn_adv
images/235838_2467306475_25730ca976_m.jpg,['person'],mlgcn_adv
images/256481_2461765211_0f36694ac8_m.jpg,['person'],mlgcn_adv
images/196476_28604246_e61c6bdcad_m.jpg,['person'],mlgcn_adv
images/109465_2352222121_02c9ecaa4a_m.jpg,"['animal', 'birds']",mlgcn_adv
images/72_2404199785_a7f211c269_m.jpg,['person'],mlgcn_adv
images/100193_20852780_c67e8653af_m.jpg,"['clouds', 'sky']",mlgcn_adv
images/23919_2538889368_06bcd12b6c_m.jpg,"['animal', 'cat']",mlgcn_adv
images/173800_138232772_69ff0ca208_m.jpg,"['clouds', 'rainbow', 'sky']",mlgcn_adv
images/259515_182769004_87617c16bd_m.jpg,"['buildings', 'sky', 'window']",mlgcn_adv
images/252436_2241738454_3e32e071f0_m.jpg,['person'],mlgcn_adv
images/260394_2384865680_f90a8dbf5a_m.jpg,['person'],mlgcn_adv
images/34837_2589676366_c46a6379f6_m.jpg,['flowers'],mlgcn_adv
images/104015_140466380_27e699b324_m.jpg,['person'],mlgcn_adv
images/118035_2288168400_317801565c_m.jpg,['animal'],mlgcn_adv
images/241635_2185077054_4506b16089_m.jpg,['person'],mlgcn_adv
images/192508_309037486_579e76e84a_m.jpg,['person'],mlgcn_adv
images/215997_44577837_9f4dc6996e_m.jpg,['person'],mlgcn_adv
images/222228_412707390_ba1b89f09d_m.jpg,"['flowers', 'plants']",mlgcn_adv
images/115949_154704600_86a9df108e_m.jpg,['animal'],mlgcn_adv
images/122890_95695875_cbbac24334_m.jpg,['sign'],mlgcn_adv
images/224125_229722942_a94de54a22_m.jpg,['animal'],mlgcn_adv
images/137467_1030798424_b37c45c2fa_m.jpg,"['military', 'person']",mlgcn_adv
images/47592_163522896_bfe8d8a03c_m.jpg,['person'],mlgcn_adv
images/130484_514479971_323a4da586_m.jpg,['animal'],mlgcn_adv
images/214938_1408618667_b6e42eda4d_m.jpg,"['animal', 'dog']",mlgcn_adv
images/49944_2685072070_5317480582_m.jpg,"['sky', 'window']",mlgcn_adv
images/75709_210550716_1c5b0b60ab_m.jpg,['toy'],mlgcn_adv
images/16401_997490561_be7be3be6c_m.jpg,['food'],mlgcn_adv
images/132255_408229362_9fa17fb784_m.jpg,"['animal', 'cat']",mlgcn_adv
images/212668_1544422838_3a44ced66b_m.jpg,['person'],mlgcn_adv
images/82165_81407231_16673adb99_m.jpg,"['clouds', 'sky']",mlgcn_adv
images/240152_6662035_14617046ed_m.jpg,['person'],mlgcn_adv
images/268763_614393785_dfbe08f174_m.jpg,"['clouds', 'grass', 'sky']",mlgcn_adv
images/8744_2474317774_fa7006bfa6_m.jpg,"['clouds', 'sky']",mlgcn_adv
images/35947_1841749290_59cef90bec_m.jpg,"['animal', 'cow']",mlgcn_adv
images/256727_2088798795_91d67b5496_m.jpg,['person'],mlgcn_adv
images/30728_169446391_f2a233e816_m.jpg,['person'],mlgcn_adv
images/165704_466689918_c23a5461c5_m.jpg,['food'],mlgcn_adv
images/214432_2550223942_32e5b4b6cc_m.jpg,"['clouds', 'sky']",mlgcn_adv
images/82441_2142974333_9d2da70549_m.jpg,"['animal', 'dog']",mlgcn_adv
images/78371_1448977794_da9bf8d87e_m.jpg,['person'],mlgcn_adv
images/127357_125535866_d5e94d75ca_m.jpg,['person'],mlgcn_adv
images/196574_495236299_0f8aaa9dd4_m.jpg,"['animal', 'birds']",mlgcn_adv
images/50674_451190821_87d36b95de_m.jpg,['flowers'],mlgcn_adv
images/179447_117804574_7b50c48332_m.jpg,['food'],mlgcn_adv
images/127593_1473857166_7c3adf581b_m.jpg,['person'],mlgcn_adv
images/100314_556968227_fbcf76114f_m.jpg,['grass'],mlgcn_adv
images/127430_430393515_041dffdbd2_m.jpg,['person'],mlgcn_adv
images/47385_362868947_4af326cb7f_m.jpg,['person'],mlgcn_adv
images/102839_772689224_cfd3c36206_m.jpg,"['animal', 'birds']",mlgcn_adv
images/97958_558137505_6fd8a165e6_m.jpg,"['clouds', 'sky']",mlgcn_adv
images/78323_1412226861_82ed481593_m.jpg,['sign'],mlgcn_adv
images/76556_62366367_1ea3735967_m.jpg,['person'],mlgcn_adv
images/116697_848037620_9005a2ffe7_m.jpg,['animal'],mlgcn_adv
images/81_303143923_b6d36c6237_m.jpg,['person'],mlgcn_adv
images/183122_135116349_4dca314d6e_m.jpg,"['flowers', 'plants']",mlgcn_adv
images/170181_1024693173_fed6051725_m.jpg,"['animal', 'dog']",mlgcn_adv
images/178471_421599942_011f05402a_m.jpg,['animal'],mlgcn_adv
images/60254_2253042631_f13272dcdb_m.jpg,['animal'],mlgcn_adv
images/95577_1405954433_b120e7d7d1_m.jpg,['person'],mlgcn_adv
images/42389_237946208_6ab4181aa3_m.jpg,"['clouds', 'sky']",mlgcn_adv
images/57477_1201716052_8214db3bc9_m.jpg,"['animal', 'cat']",mlgcn_adv
images/76447_125375798_d4e5744742_m.jpg,['person'],mlgcn_adv
